SRR1930034	SRR1930035	SRR1930036	SRR1930037	SRR1930038	SRR1930039
ENSMUSG00000042523	945	1237	1113	1226	1311	1172
ENSMUSG00000054383	35	24	36	34	42	25
ENSMUSG00000042507	676	970	996	766	973	895
ENSMUSG00000042962	240	209	260	291	222	258
ENSMUSG00000072946	530	552	547	576	476	505
ENSMUSG00000042472	335	345	349	417	333	337
ENSMUSG00000021234	268	320	335	376	398	397
ENSMUSG00000021235	227	232	238	290	222	244
ENSMUSG00000021236	592	570	629	774	604	611
ENSMUSG00000057265	121	181	153	173	137	208
ENSMUSG00000098134	150	131	126	173	116	141
ENSMUSG00000021238	1015	1078	1106	1180	994	1014
ENSMUSG00000085793	166	164	187	215	186	207
ENSMUSG00000021239	3	4	5	3	8	4
ENSMUSG00000021240	70	63	74	76	65	65
ENSMUSG00000071235	0	0	0	0	0	0
ENSMUSG00000071234	23	19	33	29	29	24
ENSMUSG00000021242	396	404	406	471	376	336
ENSMUSG00000021241	234	253	280	308	285	237
ENSMUSG00000002020	16	9	13	20	16	18
ENSMUSG00000092130	0	0	1	0	0	0
ENSMUSG00000092006	0	0	0	0	0	0
ENSMUSG00000042350	2232	2337	2356	2701	2354	2400
ENSMUSG00000079645	16	21	15	20	19	17
ENSMUSG00000021243	122	130	137	139	145	127
ENSMUSG00000021244	2289	3014	2582	2656	2715	2823
ENSMUSG00000093629	18	26	32	35	30	29
ENSMUSG00000042320	24	36	32	27	33	39
ENSMUSG00000102935	5	4	2	8	8	6
ENSMUSG00000004789	1457	1431	1557	1946	1539	1574
ENSMUSG00000019235	496	477	526	590	512	474
ENSMUSG00000004791	27	24	23	42	30	29
ENSMUSG00000004788	260	273	294	295	291	291
ENSMUSG00000021245	454	555	446	528	487	420
ENSMUSG00000098263	0	0	1	1	0	0
ENSMUSG00000008822	154	160	174	227	157	155
ENSMUSG00000045064	74	75	85	119	95	92
ENSMUSG00000034290	584	684	702	674	671	665
ENSMUSG00000021248	968	1097	1076	1170	1027	977
ENSMUSG00000021250	403	1598	952	656	680	603
ENSMUSG00000034271	990	858	902	1106	924	985
ENSMUSG00000034266	2	0	2	2	2	3
ENSMUSG00000075973	0	0	0	0	0	0
ENSMUSG00000106297	0	0	0	0	0	0
ENSMUSG00000034258	30	59	50	46	54	58
ENSMUSG00000021252	435	436	466	525	446	428
ENSMUSG00000012609	804	870	872	939	901	816
ENSMUSG00000097902	11	8	6	3	7	9
ENSMUSG00000021253	279	224	305	286	273	245
ENSMUSG00000103301	4	2	3	1	5	4
ENSMUSG00000007867	58	66	88	88	48	71
ENSMUSG00000097543	1	0	0	0	0	1
ENSMUSG00000021254	507	490	560	526	532	547
ENSMUSG00000097488	67	70	83	72	73	77
ENSMUSG00000021255	23	26	33	12	15	19
ENSMUSG00000098423	0	0	0	0	0	0
ENSMUSG00000075832	0	0	0	0	0	0
ENSMUSG00000021256	363	382	382	400	369	371
ENSMUSG00000021257	46	55	52	71	45	52
ENSMUSG00000091942	0	1	0	2	1	1
ENSMUSG00000059114	0	0	0	0	0	0
ENSMUSG00000088403	0	1	0	0	0	0
ENSMUSG00000034168	1355	1697	1444	1530	1528	1609
ENSMUSG00000097208	5	2	4	4	4	9
ENSMUSG00000034157	1681	1810	1976	1894	1936	1848
ENSMUSG00000048483	340	336	325	442	417	401
ENSMUSG00000034145	841	819	849	1109	901	853
ENSMUSG00000080443	1	1	3	2	7	5
ENSMUSG00000080868	25	62	66	127	69	89
ENSMUSG00000021032	55	56	58	102	109	101
ENSMUSG00000034126	565	533	564	743	559	567
ENSMUSG00000021033	418	426	501	599	481	495
ENSMUSG00000034111	1151	1460	1401	1374	1294	1410
ENSMUSG00000090812	45	45	50	55	47	56
ENSMUSG00000072919	11	23	15	24	12	15
ENSMUSG00000021038	866	955	954	1089	978	1025
ENSMUSG00000021037	1185	981	1088	1517	1099	1117
ENSMUSG00000106561	0	0	0	2	0	0
ENSMUSG00000050671	3	2	3	5	3	7
ENSMUSG00000021036	679	691	719	942	727	821
ENSMUSG00000097667	3	8	9	5	6	6
ENSMUSG00000079036	339	387	412	411	413	411
ENSMUSG00000105428	0	0	0	0	0	0
ENSMUSG00000064938	0	0	0	0	0	0
ENSMUSG00000100306	0	0	0	0	0	0
ENSMUSG00000021040	142	145	164	192	169	139
ENSMUSG00000021039	924	920	1044	1328	1034	1124
ENSMUSG00000079034	0	0	0	0	0	0
ENSMUSG00000096576	0	0	0	0	0	0
ENSMUSG00000092019	0	0	0	0	0	0
ENSMUSG00000093844	0	0	0	0	0	0
ENSMUSG00000095724	0	1	0	0	0	1
ENSMUSG00000097581	0	0	0	0	0	0
ENSMUSG00000079031	0	0	0	0	0	0
ENSMUSG00000095846	0	0	0	0	0	0
ENSMUSG00000072905	0	0	0	0	0	0
ENSMUSG00000071217	0	0	0	0	0	0
ENSMUSG00000096619	0	0	0	0	0	0
ENSMUSG00000096276	0	0	0	0	0	0
ENSMUSG00000079030	0	0	0	0	0	0
ENSMUSG00000096049	0	0	0	0	0	0
ENSMUSG00000096803	0	0	0	0	0	0
ENSMUSG00000095717	0	0	0	0	0	0
ENSMUSG00000095265	0	0	0	1	2	1
ENSMUSG00000106721	0	0	0	1	0	0
ENSMUSG00000071207	0	1	0	3	1	3
ENSMUSG00000066027	0	0	0	0	0	0
ENSMUSG00000095799	0	0	0	0	0	0
ENSMUSG00000079029	0	0	0	0	0	0
ENSMUSG00000094635	0	2	0	0	0	1
ENSMUSG00000093847	1	1	1	1	1	0
ENSMUSG00000069276	0	0	0	0	0	0
ENSMUSG00000021044	359	317	359	451	362	348
ENSMUSG00000066392	4653	5589	4926	5376	5292	5343
ENSMUSG00000103136	14	10	7	12	17	16
ENSMUSG00000098757	2	1	0	0	0	5
ENSMUSG00000080680	0	0	1	0	0	1
ENSMUSG00000007682	1927	2366	1946	3131	2584	2312
ENSMUSG00000097157	41	37	29	37	41	28
ENSMUSG00000097071	0	1	3	0	3	1
ENSMUSG00000064548	0	0	0	0	0	0
ENSMUSG00000089439	0	0	0	0	0	0
ENSMUSG00000084566	7	9	9	12	11	5
ENSMUSG00000061533	150	149	128	191	182	167
ENSMUSG00000085004	0	1	0	1	0	0
ENSMUSG00000106091	0	0	0	0	0	0
ENSMUSG00000020963	15	9	14	9	11	11
ENSMUSG00000099750	1	0	0	0	0	0
ENSMUSG00000020962	826	1131	918	1030	834	800
ENSMUSG00000080365	14	9	12	20	9	27
ENSMUSG00000020961	107	109	111	98	102	85
ENSMUSG00000090722	1	1	2	1	0	1
ENSMUSG00000086689	1	0	1	0	1	0
ENSMUSG00000077096	0	0	0	0	0	0
ENSMUSG00000020964	4300	4623	4531	5431	4762	4690
ENSMUSG00000066389	0	3	0	0	0	0
ENSMUSG00000098159	0	0	0	0	0	0
ENSMUSG00000065303	0	0	0	0	0	0
ENSMUSG00000094935	7	7	9	10	7	7
ENSMUSG00000098931	0	0	0	0	0	0
ENSMUSG00000064972	0	0	0	0	0	0
ENSMUSG00000064412	0	0	0	0	0	0
ENSMUSG00000047414	3469	2952	2837	4451	2896	3383
ENSMUSG00000059695	0	0	0	0	0	0
ENSMUSG00000084568	0	0	0	0	0	0
ENSMUSG00000043483	164	137	171	166	138	162
ENSMUSG00000088448	0	0	0	0	0	0
ENSMUSG00000021003	199	241	256	249	238	233
ENSMUSG00000021886	4	3	3	8	2	4
ENSMUSG00000033854	172	178	160	197	158	170
ENSMUSG00000089351	0	0	0	0	0	0
ENSMUSG00000021007	445	473	462	516	464	489
ENSMUSG00000021009	135	145	142	183	139	174
ENSMUSG00000021012	1718	1855	1988	2278	1989	1881
ENSMUSG00000051166	2108	2084	1973	2150	1768	2216
ENSMUSG00000021013	309	328	347	393	371	369
ENSMUSG00000062582	0	0	0	0	0	0
ENSMUSG00000099597	246	299	320	285	211	226
ENSMUSG00000033713	615	646	656	620	649	496
ENSMUSG00000093419	5	2	3	1	1	2
ENSMUSG00000093465	9	6	5	8	10	10
ENSMUSG00000033731	1	3	2	3	7	4
ENSMUSG00000097917	1	0	2	3	1	0
ENSMUSG00000100211	1	0	2	0	3	2
ENSMUSG00000021176	3	3	1	1	5	3
ENSMUSG00000021177	168	204	176	176	167	169
ENSMUSG00000045404	115	100	108	117	117	93
ENSMUSG00000093352	0	1	0	0	1	2
ENSMUSG00000021178	1959	1962	2202	2546	2108	2183
ENSMUSG00000021179	406	277	316	572	354	393
ENSMUSG00000072884	8	9	8	8	9	5
ENSMUSG00000001175	51365	48350	50642	66101	52308	53883
ENSMUSG00000096947	0	0	0	0	0	0
ENSMUSG00000033530	2974	3086	3152	3764	3474	3303
ENSMUSG00000021180	605	547	606	647	537	587
ENSMUSG00000064572	0	0	0	0	0	0
ENSMUSG00000021185	129	156	142	136	164	137
ENSMUSG00000082604	0	2	2	2	3	2
ENSMUSG00000047415	525	571	658	440	537	462
ENSMUSG00000021182	1083	1137	1168	1132	1073	1084
ENSMUSG00000097160	12	25	14	18	15	13
ENSMUSG00000080575	0	1	2	2	0	2
ENSMUSG00000041846	1104	1244	1251	1334	1294	1283
ENSMUSG00000097121	12	10	12	10	8	9
ENSMUSG00000092054	0	0	0	0	0	0
ENSMUSG00000098167	0	0	0	0	0	0
ENSMUSG00000064424	0	0	0	0	0	0
ENSMUSG00000047014	0	0	0	1	0	0
ENSMUSG00000077058	0	0	0	0	0	0
ENSMUSG00000021187	4	5	11	12	10	5
ENSMUSG00000090152	0	0	0	0	0	0
ENSMUSG00000021186	51	34	42	51	40	55
ENSMUSG00000021188	1919	2234	2168	2254	2086	2301
ENSMUSG00000093758	1	1	0	1	0	2
ENSMUSG00000093437	0	3	1	2	2	1
ENSMUSG00000093579	9	7	12	16	5	9
ENSMUSG00000021189	729	761	832	904	770	847
ENSMUSG00000041781	859	896	1020	1174	978	1098
ENSMUSG00000090050	34	26	29	28	18	27
ENSMUSG00000041771	701	927	785	748	657	775
ENSMUSG00000105037	0	0	0	0	0	0
ENSMUSG00000064776	0	0	0	0	0	0
ENSMUSG00000044456	43	57	41	47	47	47
ENSMUSG00000021190	1572	1572	1751	1825	1598	1554
ENSMUSG00000021192	649	772	804	859	708	738
ENSMUSG00000021194	1658	1766	1850	2117	1806	1760
ENSMUSG00000057963	762	666	778	1004	724	694
ENSMUSG00000102953	22	31	33	16	26	36
ENSMUSG00000095174	1	1	0	0	1	2
ENSMUSG00000096751	8	22	20	11	18	25
ENSMUSG00000089324	0	0	1	1	1	0
ENSMUSG00000098530	0	0	0	0	0	0
ENSMUSG00000100006	0	0	0	0	0	0
ENSMUSG00000041716	164	150	163	202	147	160
ENSMUSG00000096458	1	0	3	2	0	2
ENSMUSG00000046675	179	207	200	219	230	184
ENSMUSG00000091931	71	61	59	81	63	53
ENSMUSG00000041712	757	696	865	974	782	803
ENSMUSG00000041702	465	598	582	587	552	583
ENSMUSG00000043319	0	0	0	0	0	0
ENSMUSG00000021198	2761	2822	2699	3196	2953	2824
ENSMUSG00000105998	5	4	7	6	7	13
ENSMUSG00000098628	0	1	0	0	1	3
ENSMUSG00000041669	21	11	10	15	9	15
ENSMUSG00000096753	4	5	2	6	3	4
ENSMUSG00000100789	3	3	3	2	3	2
ENSMUSG00000021200	42	35	37	50	48	32
ENSMUSG00000090185	1	0	0	0	0	3
ENSMUSG00000110677	0	0	0	0	0	0
ENSMUSG00000021203	554	444	532	763	566	567
ENSMUSG00000055271	16	15	10	19	17	16
ENSMUSG00000041645	3788	3791	4085	4309	3719	3845
ENSMUSG00000064215	117	99	143	124	125	126
ENSMUSG00000079017	1	5	2	6	7	10
ENSMUSG00000021208	0	0	2	0	1	1
ENSMUSG00000021209	507	559	546	748	617	654
ENSMUSG00000061947	8	7	3	8	11	7
ENSMUSG00000101916	0	1	0	0	0	0
ENSMUSG00000060807	0	0	0	0	1	0
ENSMUSG00000071179	0	0	0	2	0	1
ENSMUSG00000021081	0	0	0	0	0	0
ENSMUSG00000090478	0	0	0	0	0	0
ENSMUSG00000091355	0	0	0	0	0	0
ENSMUSG00000071178	0	0	0	0	0	0
ENSMUSG00000090989	0	0	0	0	0	0
ENSMUSG00000071177	0	0	0	0	0	1
ENSMUSG00000090466	0	0	0	0	0	0
ENSMUSG00000090555	0	0	0	0	0	1
ENSMUSG00000091902	0	0	0	0	0	0
ENSMUSG00000066366	0	0	0	0	0	0
ENSMUSG00000091307	0	0	0	0	0	0
ENSMUSG00000079015	0	0	0	0	0	0
ENSMUSG00000086432	0	0	0	0	0	0
ENSMUSG00000092040	0	0	0	0	0	0
ENSMUSG00000072849	0	0	0	0	0	0
ENSMUSG00000063232	0	0	0	0	0	0
ENSMUSG00000093753	0	0	0	0	0	0
ENSMUSG00000058260	0	0	1	1	0	1
ENSMUSG00000102694	0	0	0	0	0	1
ENSMUSG00000041567	2	3	2	3	1	2
ENSMUSG00000092075	0	0	0	0	0	0
ENSMUSG00000041550	0	0	0	0	0	0
ENSMUSG00000093356	0	0	0	0	0	0
ENSMUSG00000041536	0	0	0	0	0	0
ENSMUSG00000066364	0	0	0	0	0	0
ENSMUSG00000066361	0	1	0	1	0	0
ENSMUSG00000091573	0	0	0	0	0	0
ENSMUSG00000091553	0	0	0	0	0	0
ENSMUSG00000066363	1	0	0	0	0	0
ENSMUSG00000101862	3	9	7	10	14	9
ENSMUSG00000041481	3	1	0	1	5	1
ENSMUSG00000041449	1	0	0	1	2	0
ENSMUSG00000079014	0	0	0	0	1	0
ENSMUSG00000079013	0	0	0	0	0	0
ENSMUSG00000058207	0	0	0	0	0	0
ENSMUSG00000079012	0	0	0	0	0	0
ENSMUSG00000091157	0	0	0	0	0	0
ENSMUSG00000021091	60	43	63	93	104	81
ENSMUSG00000077398	0	0	0	0	0	0
ENSMUSG00000021095	0	0	0	0	0	0
ENSMUSG00000056606	0	0	0	0	0	0
ENSMUSG00000041415	1351	1681	1535	1490	1430	1533
ENSMUSG00000021097	895	1125	1039	1202	1221	1209
ENSMUSG00000021101	0	0	0	1	0	0
ENSMUSG00000100975	1	2	5	4	2	7
ENSMUSG00000054150	30	39	40	34	44	32
ENSMUSG00000088789	408	270	323	472	268	316
ENSMUSG00000106366	0	0	0	0	0	0
ENSMUSG00000021102	178	164	180	235	145	170
ENSMUSG00000060863	0	0	0	0	0	1
ENSMUSG00000066359	0	0	0	0	0	0
ENSMUSG00000000701	0	0	0	0	0	0
ENSMUSG00000068940	0	0	0	0	0	0
ENSMUSG00000079007	0	0	0	0	0	0
ENSMUSG00000041359	0	0	0	0	0	0
ENSMUSG00000097929	208	178	176	174	137	143
ENSMUSG00000094910	1493	1773	1805	2103	1908	1913
ENSMUSG00000021070	2	2	10	5	9	7
ENSMUSG00000041347	1	1	0	0	1	0
ENSMUSG00000041341	2330	2614	2572	2676	2542	2585
ENSMUSG00000087854	2	2	1	2	0	3
ENSMUSG00000044715	266	256	307	363	282	268
ENSMUSG00000041323	0	0	1	1	4	2
ENSMUSG00000021111	1720	1926	1729	2137	1884	1948
ENSMUSG00000093331	0	0	0	0	0	0
ENSMUSG00000021115	276	226	240	277	206	233
ENSMUSG00000077640	0	0	0	0	0	0
ENSMUSG00000091280	0	0	0	0	0	1
ENSMUSG00000092066	0	1	0	0	1	0
ENSMUSG00000091762	0	1	0	0	0	1
ENSMUSG00000091442	0	0	0	0	0	0
ENSMUSG00000091887	0	0	0	0	0	0
ENSMUSG00000091583	2	0	0	0	0	1
ENSMUSG00000085820	0	0	0	1	0	2
ENSMUSG00000085801	0	0	0	0	0	0
ENSMUSG00000083861	0	0	0	0	0	0
ENSMUSG00000086319	3	1	0	1	1	1
ENSMUSG00000085120	1	0	0	0	1	0
ENSMUSG00000086037	0	0	0	0	0	0
ENSMUSG00000086060	0	0	0	0	0	0
ENSMUSG00000084871	0	0	1	0	1	0
ENSMUSG00000082362	0	0	0	2	3	1
ENSMUSG00000090607	3	2	6	3	1	9
ENSMUSG00000060375	0	0	0	0	0	0
ENSMUSG00000079359	0	0	0	0	0	0
ENSMUSG00000085641	0	0	0	0	0	0
ENSMUSG00000086975	0	0	0	1	0	0
ENSMUSG00000048251	1742	1837	1723	1657	1482	1624
ENSMUSG00000056770	3412	3315	3871	4233	3565	3738
ENSMUSG00000021258	216	312	265	278	323	275
ENSMUSG00000084883	503	429	433	609	469	403
ENSMUSG00000021260	58	61	67	86	102	109
ENSMUSG00000097847	1	6	3	6	0	3
ENSMUSG00000021259	2862	2775	2853	3919	3301	3192
ENSMUSG00000058070	1005	1041	1062	1173	1010	1115
ENSMUSG00000082203	3	2	4	2	5	3
ENSMUSG00000097788	25	21	21	20	34	28
ENSMUSG00000021262	705	727	742	865	783	784
ENSMUSG00000065436	0	2	1	1	2	4
ENSMUSG00000021263	52	78	68	71	66	74
ENSMUSG00000093173	0	0	0	0	0	0
ENSMUSG00000021264	795	912	793	974	910	722
ENSMUSG00000021265	132	157	139	197	159	161
ENSMUSG00000065429	3	3	1	3	4	4
ENSMUSG00000048856	33	33	24	33	22	29
ENSMUSG00000021266	1338	1248	1351	1698	1384	1368
ENSMUSG00000088217	2	5	2	2	2	1
ENSMUSG00000040877	91	88	86	102	87	101
ENSMUSG00000040867	1000	990	913	1207	1160	1009
ENSMUSG00000101767	6	4	5	3	5	5
ENSMUSG00000092647	0	0	0	0	0	0
ENSMUSG00000093231	0	0	0	0	0	0
ENSMUSG00000040856	11	9	3	5	2	2
ENSMUSG00000098709	0	0	0	0	0	0
ENSMUSG00000021268	38364	48504	39232	36317	39187	42519
ENSMUSG00000098990	10	6	1	5	4	6
ENSMUSG00000098617	0	0	0	0	0	0
ENSMUSG00000084535	0	0	0	0	0	0
ENSMUSG00000076451	0	0	0	0	0	0
ENSMUSG00000097698	0	0	0	0	0	0
ENSMUSG00000076316	0	0	0	0	0	1
ENSMUSG00000077025	1	0	0	0	0	1
ENSMUSG00000065526	2	2	0	1	1	1
ENSMUSG00000105210	0	0	0	0	0	0
ENSMUSG00000072900	1	1	0	0	0	0
ENSMUSG00000076313	1	1	0	0	1	2
ENSMUSG00000095147	2	3	4	2	1	6
ENSMUSG00000094952	4	7	1	3	5	8
ENSMUSG00000085925	317	411	435	378	367	386
ENSMUSG00000070080	0	0	0	0	0	0
ENSMUSG00000070072	0	0	0	0	0	0
ENSMUSG00000070076	0	0	0	0	0	0
ENSMUSG00000070133	0	0	0	0	0	0
ENSMUSG00000087855	0	0	0	0	0	0
ENSMUSG00000070129	0	0	0	0	0	0
ENSMUSG00000104858	0	0	0	0	0	0
ENSMUSG00000098466	0	0	0	1	0	0
ENSMUSG00000097451	13573	15401	15044	15796	13360	14958
ENSMUSG00000070101	17	16	9	10	10	18
ENSMUSG00000080406	10	24	16	15	13	24
ENSMUSG00000077879	1	0	0	1	1	0
ENSMUSG00000065433	3	4	4	7	3	3
ENSMUSG00000064452	7	11	10	2	13	5
ENSMUSG00000089509	0	0	0	0	0	0
ENSMUSG00000088294	0	0	0	0	0	0
ENSMUSG00000098061	260	577	396	257	374	428
ENSMUSG00000089517	0	0	0	0	0	0
ENSMUSG00000087885	37	52	44	41	42	52
ENSMUSG00000084691	0	0	0	0	0	0
ENSMUSG00000084549	0	0	0	0	0	0
ENSMUSG00000064496	2	2	4	2	3	3
ENSMUSG00000065013	0	0	0	0	0	0
ENSMUSG00000064621	0	0	0	0	0	0
ENSMUSG00000064417	13	28	9	24	17	27
ENSMUSG00000064679	7	11	12	12	8	14
ENSMUSG00000099132	0	0	0	0	0	0
ENSMUSG00000102657	849	1086	1004	726	793	1105
ENSMUSG00000065757	0	0	0	0	0	0
ENSMUSG00000065749	0	1	0	0	1	2
ENSMUSG00000064487	1	2	4	1	0	2
ENSMUSG00000065022	0	3	3	3	1	1
ENSMUSG00000077881	0	0	0	0	1	0
ENSMUSG00000064545	1	2	3	2	0	0
ENSMUSG00000064720	8	10	10	10	6	8
ENSMUSG00000084487	6	11	9	16	8	10
ENSMUSG00000064726	1	2	2	3	5	2
ENSMUSG00000084604	3	6	5	6	2	4
ENSMUSG00000088820	4	4	2	4	2	4
ENSMUSG00000098202	126	164	133	109	99	140
ENSMUSG00000065498	0	0	0	0	0	0
ENSMUSG00000065477	2	2	3	5	3	4
ENSMUSG00000106653	3	1	1	0	0	1
ENSMUSG00000093291	0	0	0	0	0	0
ENSMUSG00000093224	2	2	4	3	6	4
ENSMUSG00000104582	0	0	0	0	0	0
ENSMUSG00000080687	3	8	4	9	4	2
ENSMUSG00000065617	6	17	11	9	11	11
ENSMUSG00000076459	4	8	10	3	5	3
ENSMUSG00000065577	2	7	3	3	4	4
ENSMUSG00000070141	5	7	3	2	4	3
ENSMUSG00000076145	13	33	26	9	21	18
ENSMUSG00000080411	4	12	14	11	14	12
ENSMUSG00000076272	19	23	23	14	22	19
ENSMUSG00000076241	10	10	8	14	4	20
ENSMUSG00000070105	6	5	4	6	4	2
ENSMUSG00000076396	7	12	10	5	10	5
ENSMUSG00000076006	6	7	9	8	7	5
ENSMUSG00000077980	3	7	6	4	3	6
ENSMUSG00000105853	1	2	2	0	1	2
ENSMUSG00000093218	4	4	4	5	5	4
ENSMUSG00000105178	0	0	0	0	0	0
ENSMUSG00000098807	6	2	3	2	2	1
ENSMUSG00000098838	7	17	4	9	9	4
ENSMUSG00000076219	2	4	2	1	0	6
ENSMUSG00000106017	2	6	7	2	1	3
ENSMUSG00000076063	0	0	0	0	0	0
ENSMUSG00000099224	14	17	17	10	12	9
ENSMUSG00000077001	22	26	25	15	7	26
ENSMUSG00000097391	1555	2037	1879	1498	1577	1569
ENSMUSG00000065428	6	0	6	5	6	1
ENSMUSG00000065426	0	0	0	0	0	0
ENSMUSG00000099236	4	3	3	6	4	5
ENSMUSG00000070128	0	0	0	0	0	0
ENSMUSG00000077925	26	27	33	33	27	35
ENSMUSG00000065448	4	2	3	1	3	3
ENSMUSG00000070136	8	21	13	7	8	23
ENSMUSG00000065438	0	0	0	0	0	0
ENSMUSG00000076052	22	30	27	19	12	12
ENSMUSG00000105849	0	0	0	0	0	0
ENSMUSG00000093089	0	2	1	0	0	1
ENSMUSG00000065570	4	3	1	0	2	3
ENSMUSG00000065561	3	2	1	2	2	1
ENSMUSG00000065497	0	0	0	0	0	0
ENSMUSG00000093351	3	1	0	0	4	4
ENSMUSG00000080356	0	0	0	0	0	0
ENSMUSG00000075707	25	12	15	31	23	13
ENSMUSG00000017843	2896	3049	3012	3812	3216	2919
ENSMUSG00000018707	22115	26639	24795	24874	24622	23766
ENSMUSG00000090327	15	12	11	16	9	14
ENSMUSG00000056508	17	28	20	20	16	17
ENSMUSG00000098618	0	0	0	0	0	0
ENSMUSG00000021270	20309	22316	21640	28069	20435	21215
ENSMUSG00000037957	434	422	409	480	420	449
ENSMUSG00000056458	168	181	189	231	207	231
ENSMUSG00000097650	2	0	0	1	0	0
ENSMUSG00000097832	4	0	0	1	2	2
ENSMUSG00000021271	136	122	123	152	116	139
ENSMUSG00000091498	50	57	61	78	31	52
ENSMUSG00000021276	756	621	727	1026	744	724
ENSMUSG00000021275	2106	2408	2335	2495	2368	2500
ENSMUSG00000096942	0	0	0	1	2	2
ENSMUSG00000037904	253	252	251	251	201	243
ENSMUSG00000037896	465	477	474	475	488	453
ENSMUSG00000083193	6	6	5	5	9	4
ENSMUSG00000021277	770	843	812	1036	867	797
ENSMUSG00000021278	65	45	68	69	56	44
ENSMUSG00000097381	16	16	9	14	11	14
ENSMUSG00000021279	3581	3715	4049	4525	3970	4268
ENSMUSG00000087075	1	1	0	4	1	0
ENSMUSG00000021280	6	4	3	2	4	5
ENSMUSG00000097081	1	3	6	4	0	0
ENSMUSG00000021281	39	38	33	41	33	32
ENSMUSG00000010529	24	18	19	30	17	8
ENSMUSG00000021282	3573	3381	3703	4548	3762	3293
ENSMUSG00000064493	5	8	9	8	7	9
ENSMUSG00000096995	211	184	221	243	205	234
ENSMUSG00000007411	1683	1520	1625	2208	1770	1779
ENSMUSG00000001270	16047	13239	15281	17712	13910	13030
ENSMUSG00000060950	132	119	119	163	126	124
ENSMUSG00000049792	619	567	614	716	636	659
ENSMUSG00000037787	188	221	238	234	215	220
ENSMUSG00000090193	0	0	0	0	0	1
ENSMUSG00000090026	10	11	11	9	10	10
ENSMUSG00000021288	11426	12738	12438	14146	12551	12574
ENSMUSG00000021287	70	104	92	103	89	83
ENSMUSG00000021286	115	117	155	141	131	141
ENSMUSG00000021285	1668	1665	1750	1904	1656	1688
ENSMUSG00000021290	380	359	406	528	331	374
ENSMUSG00000054003	4	5	6	11	8	6
ENSMUSG00000091402	3	3	0	3	0	1
ENSMUSG00000037686	41	25	37	40	22	22
ENSMUSG00000093090	0	0	0	0	0	0
ENSMUSG00000106228	0	0	0	0	0	0
ENSMUSG00000065574	0	0	0	0	1	0
ENSMUSG00000021294	185	140	167	167	142	145
ENSMUSG00000103080	0	0	0	2	0	0
ENSMUSG00000047828	0	0	1	1	0	0
ENSMUSG00000043122	17	20	11	25	18	28
ENSMUSG00000054013	1096	1045	1112	1302	1018	1112
ENSMUSG00000037679	1112	1074	1063	1144	960	1007
ENSMUSG00000011148	134	163	168	128	125	152
ENSMUSG00000064326	47	48	66	61	68	69
ENSMUSG00000001729	1556	1484	1429	1811	1514	1398
ENSMUSG00000098380	2	0	0	1	0	0
ENSMUSG00000037638	12	9	8	11	5	4
ENSMUSG00000103898	83	47	62	82	61	66
ENSMUSG00000072825	4807	4985	4640	5449	5054	4519
ENSMUSG00000099165	1	0	1	0	1	0
ENSMUSG00000052160	68	64	43	77	46	66
ENSMUSG00000072812	41	34	41	58	45	59
ENSMUSG00000037594	125	101	93	141	119	120
ENSMUSG00000047832	135	107	139	204	125	150
ENSMUSG00000021298	3	0	0	0	1	1
ENSMUSG00000002799	591	560	559	635	626	625
ENSMUSG00000098338	0	2	3	3	2	1
ENSMUSG00000002804	42	42	37	60	38	39
ENSMUSG00000097476	12	6	1	5	11	7
ENSMUSG00000011158	420	556	469	562	461	473
ENSMUSG00000002803	601	553	654	726	582	570
ENSMUSG00000097100	2	1	1	4	2	1
ENSMUSG00000021143	1230	1354	1465	1387	1409	1439
ENSMUSG00000104729	0	0	0	0	0	0
ENSMUSG00000012211	6	2	8	6	3	10
ENSMUSG00000021144	582	639	578	688	579	574
ENSMUSG00000006356	544	585	608	734	767	648
ENSMUSG00000006360	25	22	31	26	25	25
ENSMUSG00000037466	3	10	10	14	9	5
ENSMUSG00000105111	0	0	0	0	1	0
ENSMUSG00000049036	168	126	137	213	162	140
ENSMUSG00000087842	0	0	0	0	0	0
ENSMUSG00000095079	8	0	1	1	3	1
ENSMUSG00000087642	0	0	0	0	0	0
ENSMUSG00000076612	36	48	52	48	82	61
ENSMUSG00000076613	0	0	0	1	0	5
ENSMUSG00000102962	0	0	0	0	0	1
ENSMUSG00000076614	0	0	0	0	0	0
ENSMUSG00000076615	0	0	0	1	0	0
ENSMUSG00000090726	0	0	0	0	0	0
ENSMUSG00000104218	29	23	6	37	7	24
ENSMUSG00000103198	0	0	0	0	0	0
ENSMUSG00000102832	0	0	0	1	0	0
ENSMUSG00000104213	11	5	6	5	1	7
ENSMUSG00000076617	173	238	223	279	306	356
ENSMUSG00000092683	0	0	0	0	0	0
ENSMUSG00000092737	0	0	0	0	0	0
ENSMUSG00000104594	0	0	0	0	0	0
ENSMUSG00000092748	0	0	0	0	0	0
ENSMUSG00000076618	0	0	0	0	0	1
ENSMUSG00000076619	0	0	0	0	0	0
ENSMUSG00000076620	0	0	0	1	0	0
ENSMUSG00000076621	1	0	0	0	0	0
ENSMUSG00000094028	0	0	0	0	0	0
ENSMUSG00000094552	0	0	0	0	0	0
ENSMUSG00000096420	0	0	0	0	0	0
ENSMUSG00000095656	0	0	0	0	0	0
ENSMUSG00000094957	0	0	0	0	0	0
ENSMUSG00000094057	0	0	0	0	0	0
